Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,CP10A_scaffolds.fasta_PROKKA_09032023,CP12E_scaffolds.fasta_PROKKA_09032023,CP13A_scaffolds.fasta_PROKKA_09032023,CP15C_scaffolds.fasta_PROKKA_09032023,CP17D_scaffolds.fasta_PROKKA_09032023,CP19F2_scaffolds.fasta_PROKKA_09032023,CP20G1_scaffolds.fasta_PROKKA_09032023,CP2A_scaffolds.fasta_PROKKA_09032023,CP3F2_scaffolds.fasta_PROKKA_09032023,CP5A_scaffolds.fasta_PROKKA_09032023
group_2299,,hypothetical protein,10,10,1.0,1,4384,,,,132,132,132.0,JPLAHNLF_02958,JAGMMPDK_02757,EONIFOAI_03282,BJIDENJG_04411,HGPKINJB_04342,IJMDIMPO_03620,CJGAGBCL_03990,OLBBELCE_03017,DHHEPMPN_03016,IHHDMFPH_04057
group_2295,,hypothetical protein,10,10,1.0,1,4380,,,,141,141,141.0,JPLAHNLF_05906,JAGMMPDK_05900,EONIFOAI_03219,BJIDENJG_04348,HGPKINJB_04279,IJMDIMPO_05887,CJGAGBCL_04053,OLBBELCE_03080,DHHEPMPN_05599,IHHDMFPH_03991
group_2294,,hypothetical protein,10,10,1.0,1,4379,,,,141,141,141.0,JPLAHNLF_01133,JAGMMPDK_01213,EONIFOAI_00696,BJIDENJG_01034,HGPKINJB_01588,IJMDIMPO_01873,CJGAGBCL_01098,OLBBELCE_01915,DHHEPMPN_00787,IHHDMFPH_00443
group_2290,,hypothetical protein,10,10,1.0,1,4375,,,,144,144,144.0,JPLAHNLF_03763,JAGMMPDK_03633,EONIFOAI_02491,BJIDENJG_03869,HGPKINJB_02682,IJMDIMPO_03785,CJGAGBCL_02511,OLBBELCE_04250,DHHEPMPN_04173,IHHDMFPH_02412
group_2289,,hypothetical protein,10,10,1.0,1,4374,,,,147,147,147.0,JPLAHNLF_05162,JAGMMPDK_05035,EONIFOAI_02087,BJIDENJG_01910,HGPKINJB_03159,IJMDIMPO_05375,CJGAGBCL_05058,OLBBELCE_05403,DHHEPMPN_05237,IHHDMFPH_03795
group_2282,,hypothetical protein,10,10,1.0,1,4367,,,,153,153,153.0,JPLAHNLF_00483,JAGMMPDK_00638,EONIFOAI_01280,BJIDENJG_00369,HGPKINJB_00762,IJMDIMPO_00483,CJGAGBCL_00561,OLBBELCE_01151,DHHEPMPN_00482,IHHDMFPH_00868
group_2277,,hypothetical protein,10,10,1.0,1,4362,,,,156,156,156.0,JPLAHNLF_00002,JAGMMPDK_01120,EONIFOAI_06060,BJIDENJG_05278,HGPKINJB_05423,IJMDIMPO_00002,CJGAGBCL_05575,OLBBELCE_00672,DHHEPMPN_00002,IHHDMFPH_05718
group_2276,,hypothetical protein,10,10,1.0,1,4361,,,,159,159,159.0,JPLAHNLF_03034,JAGMMPDK_02681,EONIFOAI_05404,BJIDENJG_05376,HGPKINJB_05602,IJMDIMPO_03544,CJGAGBCL_02238,OLBBELCE_02941,DHHEPMPN_02940,IHHDMFPH_04618
group_2275,,hypothetical protein,10,10,1.0,1,4360,,,,159,159,159.0,JPLAHNLF_01179,JAGMMPDK_01259,EONIFOAI_00732,BJIDENJG_00998,HGPKINJB_01552,IJMDIMPO_01827,CJGAGBCL_01144,OLBBELCE_01961,DHHEPMPN_00741,IHHDMFPH_00398
group_2273,,hypothetical protein,10,10,1.0,1,4358,,,,162,162,162.0,JPLAHNLF_03966,JAGMMPDK_04071,EONIFOAI_01858,BJIDENJG_02140,HGPKINJB_01959,IJMDIMPO_03140,CJGAGBCL_03430,OLBBELCE_03202,DHHEPMPN_02252,IHHDMFPH_04560
group_2271,,hypothetical protein,10,10,1.0,1,4356,,,,162,162,162.0,JPLAHNLF_02081,JAGMMPDK_02149,EONIFOAI_01761,BJIDENJG_02236,HGPKINJB_02055,IJMDIMPO_02968,CJGAGBCL_01980,OLBBELCE_03838,DHHEPMPN_01180,IHHDMFPH_03597
rubA2,rubA2,Rubredoxin-2,10,10,1.0,1,4353,,,,165,165,165.0,JPLAHNLF_03652,JAGMMPDK_03349,EONIFOAI_02599,BJIDENJG_04993,HGPKINJB_04915,IJMDIMPO_04809,CJGAGBCL_03051,OLBBELCE_00556,DHHEPMPN_02844,IHHDMFPH_02519
group_2268,,hypothetical protein,10,10,1.0,1,4352,,,,165,165,165.0,JPLAHNLF_02857,JAGMMPDK_02545,EONIFOAI_05072,BJIDENJG_05451,HGPKINJB_02537,IJMDIMPO_03408,CJGAGBCL_01645,OLBBELCE_02705,DHHEPMPN_01364,IHHDMFPH_01890
group_2266,,hypothetical protein,10,10,1.0,1,4350,,,,168,168,168.0,JPLAHNLF_04879,JAGMMPDK_04864,EONIFOAI_01238,BJIDENJG_00411,HGPKINJB_00720,IJMDIMPO_00527,CJGAGBCL_04654,OLBBELCE_01195,DHHEPMPN_04939,IHHDMFPH_00910
group_2265,,hypothetical protein,10,10,1.0,1,4349,,,,168,168,168.0,JPLAHNLF_04246,JAGMMPDK_04220,EONIFOAI_03771,BJIDENJG_04131,HGPKINJB_03943,IJMDIMPO_04546,CJGAGBCL_04374,OLBBELCE_04890,DHHEPMPN_04290,IHHDMFPH_03893
group_2264,,hypothetical protein,10,10,1.0,1,4348,,,,168,168,168.0,JPLAHNLF_03311,JAGMMPDK_03178,2_refound_19,3_refound_27,4_refound_40,IJMDIMPO_04053,CJGAGBCL_02840,OLBBELCE_04681,DHHEPMPN_03540,9_refound_84
group_2263,,hypothetical protein,10,10,1.0,1,4347,,,,168,168,168.0,JPLAHNLF_03294,JAGMMPDK_03161,EONIFOAI_04563,BJIDENJG_04537,HGPKINJB_03419,IJMDIMPO_04036,CJGAGBCL_02857,OLBBELCE_04698,DHHEPMPN_03557,IHHDMFPH_01102
group_2262,,hypothetical protein,10,10,1.0,1,4346,,,,168,168,168.0,JPLAHNLF_02797,JAGMMPDK_02485,EONIFOAI_03996,BJIDENJG_04011,HGPKINJB_02475,IJMDIMPO_03348,CJGAGBCL_01705,OLBBELCE_02645,DHHEPMPN_01304,IHHDMFPH_01830
group_2261,,hypothetical protein,10,10,1.0,1,4345,,,,168,168,168.0,JPLAHNLF_01320,JAGMMPDK_01400,EONIFOAI_00922,BJIDENJG_00808,HGPKINJB_01362,IJMDIMPO_01686,CJGAGBCL_01285,OLBBELCE_02102,DHHEPMPN_00600,IHHDMFPH_00178
group_2260,,hypothetical protein,10,10,1.0,1,4344,,,,168,168,168.0,JPLAHNLF_01259,JAGMMPDK_01339,EONIFOAI_00801,BJIDENJG_00929,HGPKINJB_01483,IJMDIMPO_01747,CJGAGBCL_01224,OLBBELCE_02041,DHHEPMPN_00661,IHHDMFPH_00238
group_2259,,hypothetical protein,10,10,1.0,1,4343,,,,168,168,168.0,JPLAHNLF_01118,JAGMMPDK_01198,EONIFOAI_00681,BJIDENJG_01049,HGPKINJB_01603,IJMDIMPO_01888,CJGAGBCL_01083,OLBBELCE_01900,DHHEPMPN_00802,IHHDMFPH_00458
group_2253,,hypothetical protein,10,10,1.0,1,4337,,,,174,174,174.0,JPLAHNLF_03833,JAGMMPDK_03703,EONIFOAI_02420,BJIDENJG_03798,HGPKINJB_02753,IJMDIMPO_03715,CJGAGBCL_02581,OLBBELCE_04320,DHHEPMPN_04103,IHHDMFPH_02337
group_2252,,hypothetical protein,10,10,1.0,1,4336,,,,174,174,174.0,JPLAHNLF_03618,JAGMMPDK_03315,EONIFOAI_02633,BJIDENJG_04959,HGPKINJB_04881,IJMDIMPO_04775,CJGAGBCL_03017,OLBBELCE_00590,DHHEPMPN_04723,IHHDMFPH_05055
group_2251,,hypothetical protein,10,10,1.0,1,4335,,,,174,174,174.0,JPLAHNLF_03376,JAGMMPDK_03549,EONIFOAI_04934,BJIDENJG_02959,HGPKINJB_03340,IJMDIMPO_04331,CJGAGBCL_02144,OLBBELCE_03670,DHHEPMPN_02643,IHHDMFPH_03162
group_2250,,hypothetical protein,10,10,1.0,1,4334,,,,174,174,174.0,JPLAHNLF_02212,JAGMMPDK_01611,EONIFOAI_05944,BJIDENJG_02394,HGPKINJB_03602,IJMDIMPO_01235,CJGAGBCL_04157,OLBBELCE_00123,DHHEPMPN_02344,IHHDMFPH_01300
group_2249,,hypothetical protein,10,10,1.0,1,4333,,,,174,174,174.0,JPLAHNLF_01896,JAGMMPDK_01963,EONIFOAI_03421,BJIDENJG_03138,HGPKINJB_02872,IJMDIMPO_02783,CJGAGBCL_01794,OLBBELCE_04023,DHHEPMPN_00995,IHHDMFPH_02853
group_2248,,hypothetical protein,10,10,1.0,1,4332,,,,174,174,174.0,JPLAHNLF_00174,JAGMMPDK_00947,EONIFOAI_01532,BJIDENJG_00116,HGPKINJB_01014,IJMDIMPO_00174,CJGAGBCL_00868,OLBBELCE_00844,DHHEPMPN_00175,IHHDMFPH_00624
rpmD,rpmD,50S ribosomal protein L30,10,10,1.0,1,4329,,,,177,177,177.0,JPLAHNLF_04686,JAGMMPDK_04790,EONIFOAI_05179,BJIDENJG_05159,HGPKINJB_05156,IJMDIMPO_05035,CJGAGBCL_04282,OLBBELCE_02814,DHHEPMPN_01473,IHHDMFPH_01996
group_2245,,hypothetical protein,10,10,1.0,1,4328,,,,177,177,177.0,JPLAHNLF_03428,JAGMMPDK_04403,EONIFOAI_03653,BJIDENJG_02907,HGPKINJB_03288,IJMDIMPO_04383,CJGAGBCL_02092,OLBBELCE_03722,DHHEPMPN_04375,IHHDMFPH_03214
group_2244,,hypothetical protein,10,10,1.0,1,4327,,,,177,177,177.0,JPLAHNLF_03416,JAGMMPDK_04415,EONIFOAI_03665,BJIDENJG_02919,HGPKINJB_03300,IJMDIMPO_04371,CJGAGBCL_02104,OLBBELCE_03710,DHHEPMPN_04363,IHHDMFPH_03202
group_2243,,hypothetical protein,10,10,1.0,1,4326,,,,177,177,177.0,JPLAHNLF_03209,JAGMMPDK_03076,EONIFOAI_05546,BJIDENJG_05965,HGPKINJB_03504,IJMDIMPO_03951,CJGAGBCL_02942,OLBBELCE_04783,DHHEPMPN_03642,IHHDMFPH_01017
group_2242,,hypothetical protein,10,10,1.0,1,4325,,,,177,177,177.0,JPLAHNLF_02699,JAGMMPDK_02387,EONIFOAI_04072,BJIDENJG_03936,HGPKINJB_02400,IJMDIMPO_03250,CJGAGBCL_04787,OLBBELCE_02547,DHHEPMPN_01206,IHHDMFPH_01752
group_2241,,hypothetical protein,10,10,1.0,1,4324,,,,177,177,177.0,JPLAHNLF_02378,JAGMMPDK_01777,EONIFOAI_04404,BJIDENJG_02276,HGPKINJB_05251,IJMDIMPO_01401,CJGAGBCL_03319,OLBBELCE_00289,DHHEPMPN_02510,IHHDMFPH_01182
group_2240,,hypothetical protein,10,10,1.0,1,4323,,,,177,177,177.0,JPLAHNLF_02055,JAGMMPDK_02123,EONIFOAI_01736,BJIDENJG_04813,HGPKINJB_02081,IJMDIMPO_02942,CJGAGBCL_01954,OLBBELCE_03864,DHHEPMPN_01154,IHHDMFPH_03623
group_2239,,hypothetical protein,10,10,1.0,1,4322,,,,177,177,177.0,JPLAHNLF_00439,JAGMMPDK_00682,EONIFOAI_01328,BJIDENJG_00320,HGPKINJB_00810,IJMDIMPO_00439,CJGAGBCL_00605,OLBBELCE_01107,DHHEPMPN_00438,IHHDMFPH_00821
group_2233,,hypothetical protein,10,10,1.0,1,4316,,,,180,180,180.0,JPLAHNLF_02385,JAGMMPDK_01783,EONIFOAI_04398,BJIDENJG_02270,HGPKINJB_05245,IJMDIMPO_01407,CJGAGBCL_03325,OLBBELCE_00295,DHHEPMPN_02516,IHHDMFPH_01176
group_2232,,hypothetical protein,10,10,1.0,1,4315,,,,180,180,180.0,JPLAHNLF_01807,JAGMMPDK_01874,EONIFOAI_03333,BJIDENJG_03226,HGPKINJB_02960,IJMDIMPO_02694,CJGAGBCL_03653,OLBBELCE_05035,DHHEPMPN_00906,IHHDMFPH_02764
group_2231,,hypothetical protein,10,10,1.0,1,4314,,,,180,180,180.0,JPLAHNLF_00228,JAGMMPDK_00893,EONIFOAI_01479,BJIDENJG_00169,HGPKINJB_00961,IJMDIMPO_00228,CJGAGBCL_00814,OLBBELCE_00898,DHHEPMPN_00229,IHHDMFPH_00670
group_2229,,hypothetical protein,10,10,1.0,1,4312,,,,183,183,183.0,JPLAHNLF_04254,JAGMMPDK_04212,EONIFOAI_03763,BJIDENJG_04139,HGPKINJB_03951,IJMDIMPO_04554,CJGAGBCL_04382,OLBBELCE_04898,DHHEPMPN_04298,IHHDMFPH_03885
group_2228,,hypothetical protein,10,10,1.0,1,4311,,,,183,183,183.0,JPLAHNLF_03820,JAGMMPDK_03690,EONIFOAI_02433,BJIDENJG_03811,HGPKINJB_02740,IJMDIMPO_03728,CJGAGBCL_02568,OLBBELCE_04307,DHHEPMPN_04116,IHHDMFPH_02350
rpmF,rpmF,50S ribosomal protein L32,10,10,1.0,1,4309,,,,183,183,183.0,JPLAHNLF_00012,JAGMMPDK_01110,EONIFOAI_06050,BJIDENJG_05268,HGPKINJB_05433,IJMDIMPO_00012,CJGAGBCL_05565,OLBBELCE_00682,DHHEPMPN_00012,IHHDMFPH_05728
group_2223,,hypothetical protein,10,10,1.0,1,4305,,,,186,186,186.0,JPLAHNLF_05861,JAGMMPDK_05860,EONIFOAI_03197,BJIDENJG_06192,HGPKINJB_06206,IJMDIMPO_05840,CJGAGBCL_05808,OLBBELCE_03103,DHHEPMPN_05576,IHHDMFPH_03970
group_2221,,hypothetical protein,10,10,1.0,1,4303,,,,186,186,186.0,JPLAHNLF_04201,JAGMMPDK_04265,EONIFOAI_03810,BJIDENJG_04092,HGPKINJB_03904,IJMDIMPO_04501,CJGAGBCL_04761,OLBBELCE_04845,DHHEPMPN_04245,IHHDMFPH_03933
group_2219,,hypothetical protein,10,10,1.0,1,4301,,,,186,186,186.0,JPLAHNLF_01989,JAGMMPDK_02057,EONIFOAI_01670,BJIDENJG_04879,HGPKINJB_02147,IJMDIMPO_02876,CJGAGBCL_01888,OLBBELCE_03930,DHHEPMPN_01088,IHHDMFPH_04851
group_2218,,hypothetical protein,10,10,1.0,1,4300,,,,186,186,186.0,JPLAHNLF_01315,JAGMMPDK_01395,EONIFOAI_00917,BJIDENJG_00813,HGPKINJB_01367,IJMDIMPO_01691,CJGAGBCL_01280,OLBBELCE_02097,DHHEPMPN_00605,IHHDMFPH_00183
group_2209,,hypothetical protein,10,10,1.0,1,4291,,,,189,189,189.0,JPLAHNLF_04878,JAGMMPDK_04865,EONIFOAI_01237,BJIDENJG_00412,HGPKINJB_00719,IJMDIMPO_00528,CJGAGBCL_04655,OLBBELCE_01196,DHHEPMPN_04938,IHHDMFPH_00911
group_2208,,hypothetical protein,10,10,1.0,1,4290,,,,189,189,189.0,JPLAHNLF_03199,JAGMMPDK_03066,EONIFOAI_05536,BJIDENJG_05955,HGPKINJB_03514,IJMDIMPO_03941,CJGAGBCL_02952,OLBBELCE_04793,DHHEPMPN_03652,IHHDMFPH_01007
group_2206,,hypothetical protein,10,10,1.0,1,4288,,,,189,189,189.0,JPLAHNLF_00250,JAGMMPDK_00871,EONIFOAI_01457,BJIDENJG_00191,HGPKINJB_00939,IJMDIMPO_00250,CJGAGBCL_00792,OLBBELCE_00920,DHHEPMPN_00251,IHHDMFPH_00692
rpmC,rpmC,50S ribosomal protein L29,10,10,1.0,1,4282,,,,192,192,192.0,JPLAHNLF_04696,JAGMMPDK_04780,EONIFOAI_05189,BJIDENJG_05169,HGPKINJB_05146,IJMDIMPO_05045,CJGAGBCL_04272,OLBBELCE_02824,DHHEPMPN_01483,IHHDMFPH_02006
group_2200,,hypothetical protein,10,10,1.0,1,4281,,,,192,192,192.0,JPLAHNLF_00481,JAGMMPDK_00640,EONIFOAI_01282,BJIDENJG_00367,HGPKINJB_00764,IJMDIMPO_00481,CJGAGBCL_00563,OLBBELCE_01149,DHHEPMPN_00480,IHHDMFPH_00866
group_2198,,hypothetical protein,10,10,1.0,1,4279,,,,195,195,195.0,JPLAHNLF_05461,JAGMMPDK_05458,EONIFOAI_01065,BJIDENJG_00665,HGPKINJB_01220,IJMDIMPO_05289,CJGAGBCL_05447,OLBBELCE_05675,DHHEPMPN_05151,IHHDMFPH_00092
rpmI,rpmI,50S ribosomal protein L35,10,10,1.0,1,4278,,,,195,195,195.0,JPLAHNLF_05177,JAGMMPDK_05020,EONIFOAI_02072,BJIDENJG_01925,HGPKINJB_03144,IJMDIMPO_05360,CJGAGBCL_05073,OLBBELCE_05388,DHHEPMPN_05222,IHHDMFPH_03780
csrA1,csrA1,Translational regulator CsrA1,10,10,1.0,1,4277,,,,195,195,195.0,JPLAHNLF_05157,JAGMMPDK_05040,EONIFOAI_02092,BJIDENJG_01905,HGPKINJB_03164,IJMDIMPO_05380,CJGAGBCL_05053,OLBBELCE_05408,DHHEPMPN_05242,IHHDMFPH_03800
group_2197,,hypothetical protein,10,10,1.0,1,4276,,,,195,195,195.0,JPLAHNLF_03819,JAGMMPDK_03689,EONIFOAI_02434,BJIDENJG_03812,HGPKINJB_02739,IJMDIMPO_03729,CJGAGBCL_02567,OLBBELCE_04306,DHHEPMPN_04117,IHHDMFPH_02351
group_2193,,hypothetical protein,10,10,1.0,1,4272,,,,198,198,198.0,JPLAHNLF_02783,JAGMMPDK_02471,EONIFOAI_04007,BJIDENJG_04000,HGPKINJB_02464,IJMDIMPO_03334,CJGAGBCL_01719,OLBBELCE_02631,DHHEPMPN_01290,IHHDMFPH_01816
group_2192,,hypothetical protein,10,10,1.0,1,4271,,,,198,198,198.0,JPLAHNLF_01202,JAGMMPDK_01282,EONIFOAI_00755,BJIDENJG_00975,HGPKINJB_01529,IJMDIMPO_01804,CJGAGBCL_01167,OLBBELCE_01984,DHHEPMPN_00718,IHHDMFPH_00375
aaeX,aaeX,Protein AaeX,10,10,1.0,1,4265,,,,201,201,201.0,JPLAHNLF_04037,JAGMMPDK_01840,EONIFOAI_03004,BJIDENJG_03713,HGPKINJB_06263,IJMDIMPO_01464,CJGAGBCL_03381,OLBBELCE_00352,DHHEPMPN_02573,IHHDMFPH_05166
yacG,yacG,DNA gyrase inhibitor YacG,10,10,1.0,1,4263,,,,201,201,201.0,JPLAHNLF_02216,JAGMMPDK_01615,EONIFOAI_05940,BJIDENJG_02390,HGPKINJB_03598,IJMDIMPO_01239,CJGAGBCL_04153,OLBBELCE_00127,DHHEPMPN_02348,IHHDMFPH_01296
group_2185,,hypothetical protein,10,10,1.0,1,4262,,,,201,201,201.0,JPLAHNLF_02054,JAGMMPDK_02122,EONIFOAI_01735,BJIDENJG_04814,HGPKINJB_02082,IJMDIMPO_02941,CJGAGBCL_01953,OLBBELCE_03865,DHHEPMPN_01153,IHHDMFPH_03624
group_2184,,hypothetical protein,10,10,1.0,1,4261,,,,201,201,201.0,JPLAHNLF_00178,JAGMMPDK_00943,EONIFOAI_01528,BJIDENJG_00120,HGPKINJB_01010,IJMDIMPO_00178,CJGAGBCL_00864,OLBBELCE_00848,DHHEPMPN_00179,IHHDMFPH_00628
group_2183,,hypothetical protein,10,10,1.0,1,4260,,,,204,204,204.0,JPLAHNLF_05867,JAGMMPDK_05854,EONIFOAI_03203,BJIDENJG_06186,HGPKINJB_06212,IJMDIMPO_05834,CJGAGBCL_05814,OLBBELCE_03097,DHHEPMPN_05582,IHHDMFPH_03976
group_2181,,hypothetical protein,10,10,1.0,1,4258,,,,204,204,204.0,JPLAHNLF_02142,JAGMMPDK_01541,EONIFOAI_04298,BJIDENJG_02465,HGPKINJB_03673,IJMDIMPO_01165,CJGAGBCL_03916,OLBBELCE_00053,DHHEPMPN_04552,IHHDMFPH_01370
group_2180,,hypothetical protein,10,10,1.0,1,4257,,,,204,204,204.0,JPLAHNLF_01969,JAGMMPDK_02036,EONIFOAI_05437,BJIDENJG_03066,HGPKINJB_02800,IJMDIMPO_02856,CJGAGBCL_01867,OLBBELCE_03950,DHHEPMPN_01068,IHHDMFPH_02924
csrA,csrA,Translational regulator CsrA,10,10,1.0,1,4256,,,,204,204,204.0,JPLAHNLF_00485,JAGMMPDK_00636,EONIFOAI_01278,BJIDENJG_00371,HGPKINJB_00760,IJMDIMPO_00485,CJGAGBCL_00559,OLBBELCE_01153,DHHEPMPN_00484,IHHDMFPH_00870
group_2177,,hypothetical protein,10,10,1.0,1,4253,,,,207,207,207.0,JPLAHNLF_03616,JAGMMPDK_03313,EONIFOAI_02635,BJIDENJG_04957,HGPKINJB_04879,IJMDIMPO_04773,CJGAGBCL_03015,OLBBELCE_00592,DHHEPMPN_04725,IHHDMFPH_05057
group_2176,,hypothetical protein,10,10,1.0,1,4252,,,,207,207,207.0,JPLAHNLF_03249,JAGMMPDK_03116,EONIFOAI_04518,BJIDENJG_04492,HGPKINJB_03464,IJMDIMPO_03991,CJGAGBCL_02902,OLBBELCE_04743,DHHEPMPN_03602,IHHDMFPH_01057
abaQ,abaQ,Quinolone resistance transporter,10,10,1.0,1,4249,,,,1323,1323,1323.0,JPLAHNLF_01941,JAGMMPDK_02008,EONIFOAI_05464,BJIDENJG_03093,HGPKINJB_02827,IJMDIMPO_02828,CJGAGBCL_01839,OLBBELCE_03978,DHHEPMPN_01040,IHHDMFPH_02898
group_2170,,hypothetical protein,10,10,1.0,1,4245,,,,210,210,210.0,JPLAHNLF_04809,JAGMMPDK_04934,EONIFOAI_01164,BJIDENJG_00485,HGPKINJB_00646,IJMDIMPO_00597,CJGAGBCL_04724,OLBBELCE_01265,DHHEPMPN_04869,IHHDMFPH_00978
group_2169,,hypothetical protein,10,10,1.0,1,4244,,,,210,210,210.0,JPLAHNLF_02382,JAGMMPDK_01780,EONIFOAI_04401,BJIDENJG_02273,HGPKINJB_05248,IJMDIMPO_01404,CJGAGBCL_03322,OLBBELCE_00292,DHHEPMPN_02513,IHHDMFPH_01179
capB_2,capB_2,Cold shock protein CapB,10,10,1.0,1,4237,,,,213,213,213.0,JPLAHNLF_05173,JAGMMPDK_05024,EONIFOAI_02076,BJIDENJG_01921,HGPKINJB_03148,IJMDIMPO_05364,CJGAGBCL_05069,OLBBELCE_05392,DHHEPMPN_05226,IHHDMFPH_03784
group_2162,,hypothetical protein,10,10,1.0,1,4236,,,,213,213,213.0,JPLAHNLF_05170,JAGMMPDK_05027,EONIFOAI_02079,BJIDENJG_01918,HGPKINJB_03151,IJMDIMPO_05367,CJGAGBCL_05066,OLBBELCE_05395,DHHEPMPN_05229,IHHDMFPH_03787
group_2161,,hypothetical protein,10,10,1.0,1,4235,,,,213,213,213.0,JPLAHNLF_01132,JAGMMPDK_01212,EONIFOAI_00695,BJIDENJG_01035,HGPKINJB_01589,IJMDIMPO_01874,CJGAGBCL_01097,OLBBELCE_01914,DHHEPMPN_00788,IHHDMFPH_00444
group_2158,,hypothetical protein,10,10,1.0,1,4232,,,,216,216,216.0,JPLAHNLF_02176,JAGMMPDK_01575,EONIFOAI_04264,BJIDENJG_02431,HGPKINJB_03639,IJMDIMPO_01199,CJGAGBCL_03882,OLBBELCE_00087,DHHEPMPN_04518,IHHDMFPH_01336
group_2157,,hypothetical protein,10,10,1.0,1,4231,,,,216,216,216.0,JPLAHNLF_02145,JAGMMPDK_01544,EONIFOAI_04295,BJIDENJG_02462,HGPKINJB_03670,IJMDIMPO_01168,CJGAGBCL_03913,OLBBELCE_00056,DHHEPMPN_04549,IHHDMFPH_01367
group_2155,,hypothetical protein,10,10,1.0,1,4229,,,,216,216,216.0,JPLAHNLF_01337,JAGMMPDK_01417,EONIFOAI_00939,BJIDENJG_00791,HGPKINJB_01345,IJMDIMPO_01669,CJGAGBCL_01302,OLBBELCE_02119,DHHEPMPN_00583,IHHDMFPH_00161
group_2149,,hypothetical protein,10,10,1.0,1,4223,,,,219,219,219.0,JPLAHNLF_05064,JAGMMPDK_05523,EONIFOAI_01130,BJIDENJG_00600,HGPKINJB_01155,IJMDIMPO_05552,CJGAGBCL_05397,OLBBELCE_05348,DHHEPMPN_05537,IHHDMFPH_00027
group_2148,,hypothetical protein,10,10,1.0,1,4222,,,,219,219,219.0,JPLAHNLF_04262,JAGMMPDK_04204,EONIFOAI_03755,BJIDENJG_04147,HGPKINJB_03959,IJMDIMPO_04562,CJGAGBCL_04390,OLBBELCE_04906,DHHEPMPN_04306,IHHDMFPH_03877
group_2147,,hypothetical protein,10,10,1.0,1,4221,,,,219,219,219.0,JPLAHNLF_02837,JAGMMPDK_02525,EONIFOAI_05052,BJIDENJG_04053,HGPKINJB_02517,IJMDIMPO_03388,CJGAGBCL_01665,OLBBELCE_02685,DHHEPMPN_01344,IHHDMFPH_01870
infA,infA,Translation initiation factor IF-1,10,10,1.0,1,4220,,,,219,219,219.0,JPLAHNLF_02024,JAGMMPDK_02092,EONIFOAI_01705,BJIDENJG_04844,HGPKINJB_02112,IJMDIMPO_02911,CJGAGBCL_01923,OLBBELCE_03895,DHHEPMPN_01123,IHHDMFPH_03654
group_2146,,hypothetical protein,10,10,1.0,1,4219,,,,219,219,219.0,JPLAHNLF_00168,JAGMMPDK_00953,EONIFOAI_01537,BJIDENJG_00111,HGPKINJB_01019,IJMDIMPO_00168,CJGAGBCL_00874,OLBBELCE_00838,DHHEPMPN_00169,IHHDMFPH_00619
group_2141,,hypothetical protein,10,10,1.0,1,4214,,,,222,222,222.0,JPLAHNLF_05665,JAGMMPDK_03224,EONIFOAI_04852,BJIDENJG_03041,HGPKINJB_05756,IJMDIMPO_04099,CJGAGBCL_02794,OLBBELCE_03619,DHHEPMPN_05689,IHHDMFPH_05671
group_2140,,hypothetical protein,10,10,1.0,1,4213,,,,222,222,222.0,JPLAHNLF_03385,JAGMMPDK_03540,EONIFOAI_03696,BJIDENJG_02950,HGPKINJB_03331,IJMDIMPO_04340,CJGAGBCL_02135,OLBBELCE_03679,DHHEPMPN_02652,IHHDMFPH_03171
group_2139,,hypothetical protein,10,10,1.0,1,4212,,,,222,222,222.0,JPLAHNLF_03218,JAGMMPDK_03085,EONIFOAI_04487,BJIDENJG_04461,HGPKINJB_03495,IJMDIMPO_03960,CJGAGBCL_02933,OLBBELCE_04774,DHHEPMPN_03633,IHHDMFPH_01026
group_2138,,hypothetical protein,10,10,1.0,1,4211,,,,222,222,222.0,JPLAHNLF_01839,JAGMMPDK_01906,EONIFOAI_03365,BJIDENJG_03194,HGPKINJB_02928,IJMDIMPO_02726,CJGAGBCL_03685,OLBBELCE_05003,DHHEPMPN_00938,IHHDMFPH_02797
group_2133,,hypothetical protein,10,10,1.0,1,4206,,,,225,225,225.0,JPLAHNLF_04819,JAGMMPDK_04924,EONIFOAI_01174,BJIDENJG_00475,HGPKINJB_00656,IJMDIMPO_00587,CJGAGBCL_04714,OLBBELCE_01255,DHHEPMPN_04879,IHHDMFPH_00968
group_2131,,hypothetical protein,10,10,1.0,1,4204,,,,225,225,225.0,JPLAHNLF_03613,JAGMMPDK_03310,EONIFOAI_02638,BJIDENJG_04954,HGPKINJB_04876,IJMDIMPO_04770,CJGAGBCL_03012,OLBBELCE_00595,DHHEPMPN_04728,IHHDMFPH_05060
group_2130,,hypothetical protein,10,10,1.0,1,4203,,,,225,225,225.0,JPLAHNLF_02119,JAGMMPDK_01518,EONIFOAI_04342,BJIDENJG_02509,HGPKINJB_03717,IJMDIMPO_01142,CJGAGBCL_03939,OLBBELCE_00030,DHHEPMPN_04575,IHHDMFPH_01399
mbtH,mbtH,Protein MbtH,10,10,1.0,1,4201,,,,225,225,225.0,JPLAHNLF_00436,JAGMMPDK_00685,EONIFOAI_01331,BJIDENJG_00317,HGPKINJB_00813,IJMDIMPO_00436,CJGAGBCL_00608,OLBBELCE_01104,DHHEPMPN_00435,IHHDMFPH_00818
