Gene,Non-unique Gene name,Annotation,628C_scaffolds.fasta_PROKKA_09032023,629A2A_scaffolds.fasta_PROKKA_09032023,630A_scaffolds.fasta_PROKKA_09032023,631B_scaffolds.fasta_PROKKA_09032023,632B_scaffolds.fasta_PROKKA_09032023,633A_scaffolds.fasta_PROKKA_09032023,638A1_scaffolds.fasta_PROKKA_09032023,643E_scaffolds.fasta_PROKKA_09032023,649D1_scaffolds.fasta_PROKKA_09032023
group_2115,,hypothetical protein,AGBKPNDM_04819,OPLBPFOJ_03815,CBFJPJAN_04359,PFCICLLP_04382,IBOIIBEG_03510,MFFOPBKH_03103,POFILHDL_03924,DHNKKDKB_03814,PJIANKBB_04654
group_2114,dmlR_19,HTH-type transcriptional regulator DmlR,AGBKPNDM_03580,OPLBPFOJ_01406,CBFJPJAN_01371,PFCICLLP_01581,IBOIIBEG_00144,MFFOPBKH_02262,POFILHDL_02219,DHNKKDKB_02478,PJIANKBB_01434
group_2113,,hypothetical protein,AGBKPNDM_03455,OPLBPFOJ_01528,CBFJPJAN_01249,PFCICLLP_01703,IBOIIBEG_00036,MFFOPBKH_02141,POFILHDL_02340,DHNKKDKB_02357,PJIANKBB_01311
dmlR_15,dmlR_15,HTH-type transcriptional regulator DmlR,AGBKPNDM_03353,OPLBPFOJ_01274,CBFJPJAN_01503,PFCICLLP_01449,IBOIIBEG_00223,MFFOPBKH_02337,POFILHDL_02144,DHNKKDKB_02553,PJIANKBB_01572
rhaS_9,rhaS_9,HTH-type transcriptional activator RhaS,AGBKPNDM_04905,OPLBPFOJ_04589,CBFJPJAN_04735,PFCICLLP_04755,IBOIIBEG_05383,MFFOPBKH_03062,POFILHDL_04481,DHNKKDKB_03773,PJIANKBB_04830
group_2112,,hypothetical protein,AGBKPNDM_03544,OPLBPFOJ_01442,CBFJPJAN_01335,PFCICLLP_01617,IBOIIBEG_00108,MFFOPBKH_02227,POFILHDL_02254,DHNKKDKB_02443,PJIANKBB_01398
pgrR_4,pgrR_4,HTH-type transcriptional regulator PgrR,AGBKPNDM_03460,OPLBPFOJ_01523,CBFJPJAN_01254,PFCICLLP_01698,IBOIIBEG_00041,MFFOPBKH_02146,POFILHDL_02335,DHNKKDKB_02362,PJIANKBB_01316
mtrA_2,mtrA_2,HTH-type transcriptional regulator MtrA,AGBKPNDM_03259,OPLBPFOJ_01095,CBFJPJAN_01683,PFCICLLP_01270,IBOIIBEG_00460,MFFOPBKH_04395,POFILHDL_04598,DHNKKDKB_04998,PJIANKBB_04805
rhaR_4,rhaR_4,HTH-type transcriptional activator RhaR,AGBKPNDM_05482,OPLBPFOJ_03903,CBFJPJAN_04271,PFCICLLP_04470,IBOIIBEG_03423,MFFOPBKH_03194,POFILHDL_04015,DHNKKDKB_05323,PJIANKBB_04581
glsA2,glsA2,Glutaminase 2,AGBKPNDM_04888,OPLBPFOJ_03887,CBFJPJAN_04287,PFCICLLP_04454,IBOIIBEG_03439,MFFOPBKH_03178,POFILHDL_03999,DHNKKDKB_03890,PJIANKBB_04597
group_2111,,hypothetical protein,AGBKPNDM_04219,OPLBPFOJ_00290,CBFJPJAN_00923,PFCICLLP_00946,IBOIIBEG_02099,MFFOPBKH_00342,POFILHDL_00282,DHNKKDKB_00282,PJIANKBB_00310
dmlR_18,dmlR_18,HTH-type transcriptional regulator DmlR,AGBKPNDM_03558,OPLBPFOJ_01428,CBFJPJAN_01349,PFCICLLP_01603,IBOIIBEG_00122,MFFOPBKH_02240,POFILHDL_02241,DHNKKDKB_02456,PJIANKBB_01412
dmlR_16,dmlR_16,HTH-type transcriptional regulator DmlR,AGBKPNDM_03429,OPLBPFOJ_01554,CBFJPJAN_01223,PFCICLLP_01729,IBOIIBEG_00010,MFFOPBKH_02115,POFILHDL_02366,DHNKKDKB_02331,PJIANKBB_01285
dmlR_14,dmlR_14,HTH-type transcriptional regulator DmlR,AGBKPNDM_03258,OPLBPFOJ_01094,CBFJPJAN_01684,PFCICLLP_01269,IBOIIBEG_00461,MFFOPBKH_04394,POFILHDL_04599,DHNKKDKB_04997,PJIANKBB_04804
nodD2_2,nodD2_2,Nodulation protein D 2,AGBKPNDM_03040,OPLBPFOJ_00543,CBFJPJAN_00670,PFCICLLP_01199,IBOIIBEG_02560,MFFOPBKH_00608,POFILHDL_00016,DHNKKDKB_00016,PJIANKBB_00608
group_2110,,hypothetical protein,AGBKPNDM_04238,OPLBPFOJ_00271,CBFJPJAN_00942,PFCICLLP_00927,IBOIIBEG_02080,MFFOPBKH_00323,POFILHDL_00301,DHNKKDKB_00301,PJIANKBB_00291
dmlR_17,dmlR_17,HTH-type transcriptional regulator DmlR,AGBKPNDM_03462,OPLBPFOJ_01521,CBFJPJAN_01256,PFCICLLP_01696,IBOIIBEG_00043,MFFOPBKH_02148,POFILHDL_02333,DHNKKDKB_02364,PJIANKBB_01318
group_2109,,hypothetical protein,AGBKPNDM_03439,OPLBPFOJ_01544,CBFJPJAN_01233,PFCICLLP_01719,IBOIIBEG_00020,MFFOPBKH_02125,POFILHDL_02356,DHNKKDKB_02341,PJIANKBB_01295
hcaR_2,hcaR_2,Hca operon transcriptional activator HcaR,AGBKPNDM_04956,OPLBPFOJ_04815,CBFJPJAN_05485,PFCICLLP_04705,IBOIIBEG_06073,MFFOPBKH_03010,POFILHDL_04429,DHNKKDKB_03721,PJIANKBB_05543
nodD2_3,nodD2_3,Nodulation protein D 2,AGBKPNDM_03472,OPLBPFOJ_01514,CBFJPJAN_01263,PFCICLLP_01689,IBOIIBEG_00045,MFFOPBKH_02155,POFILHDL_02326,DHNKKDKB_02371,PJIANKBB_01324
xerC_2,xerC_2,Tyrosine recombinase XerC,AGBKPNDM_03396,OPLBPFOJ_01317,CBFJPJAN_01460,PFCICLLP_01492,IBOIIBEG_00179,MFFOPBKH_02294,POFILHDL_02187,DHNKKDKB_02510,PJIANKBB_01529
group_2108,,hypothetical protein,AGBKPNDM_02848,OPLBPFOJ_00062,CBFJPJAN_01152,PFCICLLP_00717,IBOIIBEG_01870,MFFOPBKH_00116,POFILHDL_00509,DHNKKDKB_00509,PJIANKBB_00082
rbsK_2,rbsK_2,Ribokinase,AGBKPNDM_05385,OPLBPFOJ_00026,CBFJPJAN_01188,PFCICLLP_00681,IBOIIBEG_01777,MFFOPBKH_00027,POFILHDL_00598,DHNKKDKB_00598,PJIANKBB_00051
group_2107,,hypothetical protein,AGBKPNDM_03216,OPLBPFOJ_05448,CBFJPJAN_01725,PFCICLLP_01228,IBOIIBEG_00502,MFFOPBKH_04352,POFILHDL_04641,DHNKKDKB_04955,PJIANKBB_04764
rhaS_7,rhaS_7,HTH-type transcriptional activator RhaS,AGBKPNDM_03211,OPLBPFOJ_05453,CBFJPJAN_01730,PFCICLLP_01223,IBOIIBEG_00507,MFFOPBKH_04347,POFILHDL_04646,DHNKKDKB_04950,PJIANKBB_04759
livH_3,livH_3,High-affinity branched-chain amino acid transport system permease protein LivH,AGBKPNDM_03095,OPLBPFOJ_00488,CBFJPJAN_00725,PFCICLLP_01144,IBOIIBEG_02505,MFFOPBKH_00553,POFILHDL_00071,DHNKKDKB_00071,PJIANKBB_00553
murR,murR,HTH-type transcriptional regulator MurR,AGBKPNDM_05509,OPLBPFOJ_03929,CBFJPJAN_05617,PFCICLLP_04496,IBOIIBEG_03397,MFFOPBKH_03221,POFILHDL_04042,DHNKKDKB_05296,PJIANKBB_05619
rlmL_2,rlmL_2,Ribosomal RNA large subunit methyltransferase K/L,AGBKPNDM_04942,OPLBPFOJ_04625,CBFJPJAN_04699,PFCICLLP_04719,IBOIIBEG_05420,MFFOPBKH_03024,POFILHDL_04443,DHNKKDKB_03735,PJIANKBB_04867
rbsK_1,rbsK_1,Ribokinase,AGBKPNDM_03399,OPLBPFOJ_01320,CBFJPJAN_01457,PFCICLLP_01495,IBOIIBEG_00176,MFFOPBKH_02291,POFILHDL_02190,DHNKKDKB_02507,PJIANKBB_01526
dmlR_11,dmlR_11,HTH-type transcriptional regulator DmlR,AGBKPNDM_02869,OPLBPFOJ_00083,CBFJPJAN_01131,PFCICLLP_00738,IBOIIBEG_01891,MFFOPBKH_00137,POFILHDL_00488,DHNKKDKB_00488,PJIANKBB_00103
fecB,fecB,Fe(3+) dicitrate-binding periplasmic protein,AGBKPNDM_02836,OPLBPFOJ_00050,CBFJPJAN_01164,PFCICLLP_00705,IBOIIBEG_01858,MFFOPBKH_00104,POFILHDL_00521,DHNKKDKB_00521,PJIANKBB_00070
fecR_4,fecR_4,Protein FecR,AGBKPNDM_04970,OPLBPFOJ_04801,CBFJPJAN_05471,PFCICLLP_04691,IBOIIBEG_06087,MFFOPBKH_02996,POFILHDL_04415,DHNKKDKB_03707,PJIANKBB_05529
eamA_4,eamA_4,putative amino-acid metabolite efflux pump,AGBKPNDM_03349,OPLBPFOJ_01270,CBFJPJAN_01507,PFCICLLP_01445,IBOIIBEG_00228,MFFOPBKH_02341,POFILHDL_02140,DHNKKDKB_02557,PJIANKBB_01576
group_2106,,hypothetical protein,AGBKPNDM_03185,OPLBPFOJ_00398,CBFJPJAN_00815,PFCICLLP_01054,IBOIIBEG_02415,MFFOPBKH_00463,POFILHDL_00161,DHNKKDKB_00161,PJIANKBB_00462
pbpG,pbpG,D-alanyl-D-alanine endopeptidase,AGBKPNDM_02981,OPLBPFOJ_00196,CBFJPJAN_01018,PFCICLLP_00851,IBOIIBEG_02004,MFFOPBKH_00249,POFILHDL_00376,DHNKKDKB_00376,PJIANKBB_00216
rbsB_1,rbsB_1,Ribose import binding protein RbsB,AGBKPNDM_02912,OPLBPFOJ_00126,CBFJPJAN_01088,PFCICLLP_00781,IBOIIBEG_01934,MFFOPBKH_00174,POFILHDL_00451,DHNKKDKB_00451,PJIANKBB_00146
hdfR_5,hdfR_5,HTH-type transcriptional regulator HdfR,AGBKPNDM_02867,OPLBPFOJ_00081,CBFJPJAN_01133,PFCICLLP_00736,IBOIIBEG_01889,MFFOPBKH_00135,POFILHDL_00490,DHNKKDKB_00490,PJIANKBB_00101
lacF,lacF,Lactose transport system permease protein LacF,AGBKPNDM_04902,OPLBPFOJ_04586,CBFJPJAN_04738,PFCICLLP_04758,IBOIIBEG_05380,MFFOPBKH_03065,POFILHDL_04484,DHNKKDKB_03776,PJIANKBB_04827
group_2105,pgrR_5,HTH-type transcriptional regulator PgrR,AGBKPNDM_03513,OPLBPFOJ_01473,CBFJPJAN_01304,PFCICLLP_01648,IBOIIBEG_00086,MFFOPBKH_02196,POFILHDL_02285,DHNKKDKB_02412,PJIANKBB_01367
proR,proR,4-hydroxyproline 2-epimerase,AGBKPNDM_03285,OPLBPFOJ_01206,CBFJPJAN_01571,PFCICLLP_01381,IBOIIBEG_00354,MFFOPBKH_02405,POFILHDL_02076,DHNKKDKB_02621,PJIANKBB_01640
group_2104,,Nitrilase,AGBKPNDM_03039,OPLBPFOJ_00544,CBFJPJAN_00669,PFCICLLP_01200,IBOIIBEG_02561,MFFOPBKH_00609,POFILHDL_00015,DHNKKDKB_00015,PJIANKBB_00609
group_2103,,hypothetical protein,AGBKPNDM_02944,OPLBPFOJ_00158,CBFJPJAN_01056,PFCICLLP_00813,IBOIIBEG_01967,MFFOPBKH_00207,POFILHDL_00418,DHNKKDKB_00418,PJIANKBB_00179
group_2102,,hypothetical protein,AGBKPNDM_02843,OPLBPFOJ_00057,CBFJPJAN_01157,PFCICLLP_00712,IBOIIBEG_01865,MFFOPBKH_00111,POFILHDL_00514,DHNKKDKB_00514,PJIANKBB_00077
group_2101,,hypothetical protein,AGBKPNDM_04243,OPLBPFOJ_00266,CBFJPJAN_00947,PFCICLLP_00922,IBOIIBEG_02075,MFFOPBKH_00318,POFILHDL_00306,DHNKKDKB_00306,PJIANKBB_00286
argP_3,argP_3,HTH-type transcriptional regulator ArgP,AGBKPNDM_03170,OPLBPFOJ_00413,CBFJPJAN_00800,PFCICLLP_01069,IBOIIBEG_02430,MFFOPBKH_00478,POFILHDL_00146,DHNKKDKB_00146,PJIANKBB_00477
gcvA_10,gcvA_10,Glycine cleavage system transcriptional activator,AGBKPNDM_04958,OPLBPFOJ_04813,CBFJPJAN_05483,PFCICLLP_04703,IBOIIBEG_06075,MFFOPBKH_03008,POFILHDL_04427,DHNKKDKB_03719,PJIANKBB_05541
thpA_1,thpA_1,D-threitol-binding protein,AGBKPNDM_03539,OPLBPFOJ_01447,CBFJPJAN_01330,PFCICLLP_01622,IBOIIBEG_00103,MFFOPBKH_02222,POFILHDL_02259,DHNKKDKB_02438,PJIANKBB_01393
mamB,mamB,Magnetosome protein MamB,AGBKPNDM_03291,OPLBPFOJ_01212,CBFJPJAN_01565,PFCICLLP_01387,IBOIIBEG_00348,MFFOPBKH_02399,POFILHDL_02082,DHNKKDKB_02615,PJIANKBB_01634
dmlR_13,dmlR_13,HTH-type transcriptional regulator DmlR,AGBKPNDM_03122,OPLBPFOJ_00461,CBFJPJAN_00752,PFCICLLP_01117,IBOIIBEG_02478,MFFOPBKH_00526,POFILHDL_00098,DHNKKDKB_00098,PJIANKBB_00525
thpA_3,thpA_3,D-threitol-binding protein,AGBKPNDM_05500,OPLBPFOJ_03920,CBFJPJAN_05608,PFCICLLP_04487,IBOIIBEG_03406,MFFOPBKH_03212,POFILHDL_04033,DHNKKDKB_05305,PJIANKBB_05610
pcpR_3,pcpR_3,PCP degradation transcriptional activation protein,AGBKPNDM_04268,OPLBPFOJ_00241,CBFJPJAN_00972,PFCICLLP_00897,IBOIIBEG_02050,MFFOPBKH_00294,POFILHDL_00330,DHNKKDKB_00330,PJIANKBB_00262
pfkB,pfkB,ATP-dependent 6-phosphofructokinase,AGBKPNDM_04897,OPLBPFOJ_04581,CBFJPJAN_04743,PFCICLLP_04763,IBOIIBEG_05375,MFFOPBKH_03070,POFILHDL_04489,DHNKKDKB_03781,PJIANKBB_04822
group_2100,,hypothetical protein,AGBKPNDM_04792,OPLBPFOJ_05524,CBFJPJAN_05524,PFCICLLP_05353,IBOIIBEG_03536,MFFOPBKH_03077,POFILHDL_03898,DHNKKDKB_03788,PJIANKBB_05524
pgrR_3,pgrR_3,HTH-type transcriptional regulator PgrR,AGBKPNDM_03176,OPLBPFOJ_00407,CBFJPJAN_00806,PFCICLLP_01063,IBOIIBEG_02424,MFFOPBKH_00472,POFILHDL_00152,DHNKKDKB_00152,PJIANKBB_00471
kdgK_2,kdgK_2,2-dehydro-3-deoxygluconokinase,AGBKPNDM_04813,OPLBPFOJ_05545,CBFJPJAN_05545,PFCICLLP_05332,IBOIIBEG_03515,MFFOPBKH_03098,POFILHDL_03919,DHNKKDKB_03809,PJIANKBB_05503
group_2098,,hypothetical protein,AGBKPNDM_03557,OPLBPFOJ_01429,CBFJPJAN_01348,PFCICLLP_01604,IBOIIBEG_00121,MFFOPBKH_02239,POFILHDL_02242,DHNKKDKB_02455,PJIANKBB_01411
feaR,feaR,Transcriptional activator FeaR,AGBKPNDM_02878,OPLBPFOJ_00092,CBFJPJAN_01122,PFCICLLP_00747,IBOIIBEG_01900,MFFOPBKH_00146,POFILHDL_00479,DHNKKDKB_00479,PJIANKBB_00112
group_2097,,hypothetical protein,AGBKPNDM_05480,OPLBPFOJ_03901,CBFJPJAN_04273,PFCICLLP_04468,IBOIIBEG_03425,MFFOPBKH_03192,POFILHDL_04013,DHNKKDKB_05325,PJIANKBB_04583
rhaS_6,rhaS_6,HTH-type transcriptional activator RhaS,AGBKPNDM_03148,OPLBPFOJ_00435,CBFJPJAN_00778,PFCICLLP_01091,IBOIIBEG_02452,MFFOPBKH_00500,POFILHDL_00124,DHNKKDKB_00124,PJIANKBB_00499
group_2096,,hypothetical protein,AGBKPNDM_03568,OPLBPFOJ_01418,CBFJPJAN_01359,PFCICLLP_01593,IBOIIBEG_00132,MFFOPBKH_02250,POFILHDL_02231,DHNKKDKB_02466,PJIANKBB_01422
dapA_4,dapA_4,4-hydroxy-tetrahydrodipicolinate synthase,AGBKPNDM_03284,OPLBPFOJ_01205,CBFJPJAN_01572,PFCICLLP_01380,IBOIIBEG_00355,MFFOPBKH_02406,POFILHDL_02075,DHNKKDKB_02622,PJIANKBB_01641
rhaS_5,rhaS_5,HTH-type transcriptional activator RhaS,AGBKPNDM_03111,OPLBPFOJ_00472,CBFJPJAN_00741,PFCICLLP_01128,IBOIIBEG_02489,MFFOPBKH_00537,POFILHDL_00087,DHNKKDKB_00087,PJIANKBB_00537
group_2095,,hypothetical protein,AGBKPNDM_03072,OPLBPFOJ_00511,CBFJPJAN_00702,PFCICLLP_01167,IBOIIBEG_02528,MFFOPBKH_00576,POFILHDL_00048,DHNKKDKB_00048,PJIANKBB_00576
group_2094,,hypothetical protein,AGBKPNDM_05364,OPLBPFOJ_00006,CBFJPJAN_01208,PFCICLLP_00661,IBOIIBEG_01757,MFFOPBKH_00007,POFILHDL_00618,DHNKKDKB_00618,PJIANKBB_00031
group_2093,,putative protein,AGBKPNDM_03507,OPLBPFOJ_01479,CBFJPJAN_01298,PFCICLLP_01654,IBOIIBEG_00080,MFFOPBKH_02190,POFILHDL_02291,DHNKKDKB_02406,PJIANKBB_01359
dppB_2,dppB_2,Dipeptide transport system permease protein DppB,AGBKPNDM_04952,OPLBPFOJ_04819,CBFJPJAN_05489,PFCICLLP_04709,IBOIIBEG_06069,MFFOPBKH_03014,POFILHDL_04433,DHNKKDKB_03725,PJIANKBB_05547
hprA,hprA,Glycerate dehydrogenase,AGBKPNDM_03251,OPLBPFOJ_01087,CBFJPJAN_01691,PFCICLLP_01262,IBOIIBEG_00468,MFFOPBKH_04387,POFILHDL_04606,DHNKKDKB_04990,PJIANKBB_04797
clpB_1,clpB_1,Chaperone protein ClpB,AGBKPNDM_03088,OPLBPFOJ_00495,CBFJPJAN_00718,PFCICLLP_01151,IBOIIBEG_02512,MFFOPBKH_00560,POFILHDL_00064,DHNKKDKB_00064,PJIANKBB_00560
rbsB_2,rbsB_2,Ribose import binding protein RbsB,AGBKPNDM_05381,OPLBPFOJ_00022,CBFJPJAN_01192,PFCICLLP_00677,IBOIIBEG_01773,MFFOPBKH_00023,POFILHDL_00602,DHNKKDKB_00602,PJIANKBB_00047
tdh_1,tdh_1,L-threonine 3-dehydrogenase,AGBKPNDM_03116,OPLBPFOJ_00467,CBFJPJAN_00746,PFCICLLP_01123,IBOIIBEG_02484,MFFOPBKH_00532,POFILHDL_00092,DHNKKDKB_00092,PJIANKBB_00531
tsx,tsx,Nucleoside-specific channel-forming protein Tsx,AGBKPNDM_03113,OPLBPFOJ_00470,CBFJPJAN_00743,PFCICLLP_01126,IBOIIBEG_02487,MFFOPBKH_00535,POFILHDL_00089,DHNKKDKB_00089,PJIANKBB_00535
thadh,thadh,L-threo-3-hydroxyaspartate ammonia-lyase,AGBKPNDM_04967,OPLBPFOJ_04804,CBFJPJAN_05474,PFCICLLP_04694,IBOIIBEG_06084,MFFOPBKH_02999,POFILHDL_04418,DHNKKDKB_03710,PJIANKBB_05532
fecD,fecD,Fe(3+) dicitrate transport system permease protein FecD,AGBKPNDM_02838,OPLBPFOJ_00052,CBFJPJAN_01162,PFCICLLP_00707,IBOIIBEG_01860,MFFOPBKH_00106,POFILHDL_00519,DHNKKDKB_00519,PJIANKBB_00072
group_2089,,hypothetical protein,AGBKPNDM_04973,OPLBPFOJ_04798,CBFJPJAN_05468,PFCICLLP_04688,IBOIIBEG_06090,MFFOPBKH_02993,POFILHDL_04412,DHNKKDKB_03704,PJIANKBB_05526
group_2088,,hypothetical protein,AGBKPNDM_03361,OPLBPFOJ_01282,CBFJPJAN_01495,PFCICLLP_01457,IBOIIBEG_00214,MFFOPBKH_02329,POFILHDL_02152,DHNKKDKB_02545,PJIANKBB_01564
araH_2,araH_2,L-arabinose transport system permease protein AraH,AGBKPNDM_03156,OPLBPFOJ_00427,CBFJPJAN_00786,PFCICLLP_01083,IBOIIBEG_02444,MFFOPBKH_00492,POFILHDL_00132,DHNKKDKB_00132,PJIANKBB_00491
apaH_2,apaH_2,Bis(5'-nucleosyl)-tetraphosphatase symmetrical,AGBKPNDM_03070,OPLBPFOJ_00513,CBFJPJAN_00700,PFCICLLP_01169,IBOIIBEG_02530,MFFOPBKH_00578,POFILHDL_00046,DHNKKDKB_00046,PJIANKBB_00578
group_2087,,hypothetical protein,AGBKPNDM_02841,OPLBPFOJ_00055,CBFJPJAN_01159,PFCICLLP_00710,IBOIIBEG_01863,MFFOPBKH_00109,POFILHDL_00516,DHNKKDKB_00516,PJIANKBB_00075
rbsC_4,rbsC_4,Ribose import permease protein RbsC,AGBKPNDM_05383,OPLBPFOJ_00024,CBFJPJAN_01190,PFCICLLP_00679,IBOIIBEG_01775,MFFOPBKH_00025,POFILHDL_00600,DHNKKDKB_00600,PJIANKBB_00049
ghrB_2,ghrB_2,Glyoxylate/hydroxypyruvate reductase B,AGBKPNDM_04816,OPLBPFOJ_05547,CBFJPJAN_05547,PFCICLLP_05330,IBOIIBEG_03513,MFFOPBKH_03100,POFILHDL_03921,DHNKKDKB_03811,PJIANKBB_05501
group_2084,,Oxidoreductase P35,AGBKPNDM_05472,OPLBPFOJ_03893,CBFJPJAN_04281,PFCICLLP_04460,IBOIIBEG_03433,MFFOPBKH_03184,POFILHDL_04005,DHNKKDKB_05333,PJIANKBB_04591
group_2083,,hypothetical protein,AGBKPNDM_03572,OPLBPFOJ_01414,CBFJPJAN_01363,PFCICLLP_01589,IBOIIBEG_00136,MFFOPBKH_02254,POFILHDL_02227,DHNKKDKB_02470,PJIANKBB_01426
group_2082,,hypothetical protein,AGBKPNDM_02858,OPLBPFOJ_00072,CBFJPJAN_01142,PFCICLLP_00727,IBOIIBEG_01880,MFFOPBKH_00126,POFILHDL_00499,DHNKKDKB_00499,PJIANKBB_00092
yhdN,yhdN,Aldo-keto reductase YhdN,AGBKPNDM_03514,OPLBPFOJ_01472,CBFJPJAN_01305,PFCICLLP_01647,IBOIIBEG_00087,MFFOPBKH_02197,POFILHDL_02284,DHNKKDKB_02413,PJIANKBB_01368
group_2081,,6-phosphogluconate dehydrogenase NAD(+)-dependent decarboxylating,AGBKPNDM_03057,OPLBPFOJ_00526,CBFJPJAN_00687,PFCICLLP_01182,IBOIIBEG_02543,MFFOPBKH_00591,POFILHDL_00033,DHNKKDKB_00033,PJIANKBB_00591
ldhA,ldhA,D-lactate dehydrogenase,AGBKPNDM_04137,OPLBPFOJ_00371,CBFJPJAN_00842,PFCICLLP_01027,IBOIIBEG_04759,MFFOPBKH_00423,POFILHDL_00201,DHNKKDKB_00201,PJIANKBB_00391
rbsC_2,rbsC_2,Ribose import permease protein RbsC,AGBKPNDM_03538,OPLBPFOJ_01448,CBFJPJAN_01329,PFCICLLP_01623,IBOIIBEG_00102,MFFOPBKH_02221,POFILHDL_02260,DHNKKDKB_02437,PJIANKBB_01392
fecC,fecC,Fe(3+) dicitrate transport system permease protein FecC,AGBKPNDM_02837,OPLBPFOJ_00051,CBFJPJAN_01163,PFCICLLP_00706,IBOIIBEG_01859,MFFOPBKH_00105,POFILHDL_00520,DHNKKDKB_00520,PJIANKBB_00071
rbsR_1,rbsR_1,Ribose operon repressor,AGBKPNDM_03540,OPLBPFOJ_01446,CBFJPJAN_01331,PFCICLLP_01621,IBOIIBEG_00104,MFFOPBKH_02223,POFILHDL_02258,DHNKKDKB_02439,PJIANKBB_01394
group_2077,,hypothetical protein,AGBKPNDM_03161,OPLBPFOJ_00422,CBFJPJAN_00791,PFCICLLP_01078,IBOIIBEG_02439,MFFOPBKH_00487,POFILHDL_00137,DHNKKDKB_00137,PJIANKBB_00486
rbsC_1,rbsC_1,Ribose import permease protein RbsC,AGBKPNDM_02914,OPLBPFOJ_00128,CBFJPJAN_01086,PFCICLLP_00783,IBOIIBEG_01936,MFFOPBKH_00176,POFILHDL_00449,DHNKKDKB_00449,PJIANKBB_00148
yqjG,yqjG,Glutathionyl-hydroquinone reductase YqjG,AGBKPNDM_04154,OPLBPFOJ_00354,CBFJPJAN_00859,PFCICLLP_01010,IBOIIBEG_04742,MFFOPBKH_00406,POFILHDL_00218,DHNKKDKB_00218,PJIANKBB_00374
iolS,iolS,Aldo-keto reductase IolS,AGBKPNDM_03257,OPLBPFOJ_01093,CBFJPJAN_01685,PFCICLLP_01268,IBOIIBEG_00462,MFFOPBKH_04393,POFILHDL_04600,DHNKKDKB_04996,PJIANKBB_04803
group_2075,,hypothetical protein,AGBKPNDM_03046,OPLBPFOJ_00537,CBFJPJAN_00676,PFCICLLP_01193,IBOIIBEG_02554,MFFOPBKH_00602,POFILHDL_00022,DHNKKDKB_00022,PJIANKBB_00602
group_2074,,hypothetical protein,AGBKPNDM_03011,OPLBPFOJ_00225,CBFJPJAN_00988,PFCICLLP_00881,IBOIIBEG_02033,MFFOPBKH_00278,POFILHDL_00346,DHNKKDKB_00346,PJIANKBB_00246
group_2073,,hypothetical protein,AGBKPNDM_03522,OPLBPFOJ_01464,CBFJPJAN_01313,PFCICLLP_01639,IBOIIBEG_00095,MFFOPBKH_02205,POFILHDL_02276,DHNKKDKB_02421,PJIANKBB_01376
cntI,cntI,Pseudopaline exporter CntI,AGBKPNDM_03520,OPLBPFOJ_01466,CBFJPJAN_01311,PFCICLLP_01641,IBOIIBEG_00093,MFFOPBKH_02203,POFILHDL_02278,DHNKKDKB_02419,PJIANKBB_01374
group_2072,,hypothetical protein,AGBKPNDM_03244,OPLBPFOJ_01080,CBFJPJAN_01698,PFCICLLP_01255,IBOIIBEG_00475,MFFOPBKH_04380,POFILHDL_04613,DHNKKDKB_04983,PJIANKBB_04790
group_2071,,2-haloacrylate reductase,AGBKPNDM_03144,OPLBPFOJ_00439,CBFJPJAN_00774,PFCICLLP_01095,IBOIIBEG_02456,MFFOPBKH_00504,POFILHDL_00120,DHNKKDKB_00120,PJIANKBB_00503
group_2070,,hypothetical protein,AGBKPNDM_04203,OPLBPFOJ_00305,CBFJPJAN_00908,PFCICLLP_00961,IBOIIBEG_04693,MFFOPBKH_00357,POFILHDL_00267,DHNKKDKB_00267,PJIANKBB_00325
trpD_2,trpD_2,Anthranilate phosphoribosyltransferase,AGBKPNDM_04153,OPLBPFOJ_00355,CBFJPJAN_00858,PFCICLLP_01011,IBOIIBEG_04743,MFFOPBKH_00407,POFILHDL_00217,DHNKKDKB_00217,PJIANKBB_00375
group_2069,,putative protein,AGBKPNDM_04881,OPLBPFOJ_03877,CBFJPJAN_04297,PFCICLLP_04444,IBOIIBEG_03448,MFFOPBKH_03168,POFILHDL_03989,DHNKKDKB_03879,PJIANKBB_04606
araF_2,araF_2,L-arabinose-binding periplasmic protein,AGBKPNDM_03158,OPLBPFOJ_00425,CBFJPJAN_00788,PFCICLLP_01081,IBOIIBEG_02442,MFFOPBKH_00490,POFILHDL_00134,DHNKKDKB_00134,PJIANKBB_00489
cytR,cytR,HTH-type transcriptional repressor CytR,AGBKPNDM_02918,OPLBPFOJ_00132,CBFJPJAN_01082,PFCICLLP_00787,IBOIIBEG_01940,MFFOPBKH_00180,POFILHDL_00445,DHNKKDKB_00445,PJIANKBB_00152
nuoH,nuoH,NADH-quinone oxidoreductase subunit H,AGBKPNDM_04183,OPLBPFOJ_00325,CBFJPJAN_00888,PFCICLLP_00981,IBOIIBEG_04713,MFFOPBKH_00377,POFILHDL_00247,DHNKKDKB_00247,PJIANKBB_00345
group_2067,,hypothetical protein,AGBKPNDM_03335,OPLBPFOJ_01256,CBFJPJAN_01521,PFCICLLP_01431,IBOIIBEG_00302,MFFOPBKH_02355,POFILHDL_02126,DHNKKDKB_02571,PJIANKBB_01590
