unique_id	genome_name	kegg_module	module_name	module_class	module_category	module_subcategory	module_definition	module_completeness	module_is_complete	kofam_hits_in_module	gene_caller_ids_in_module	warnings	genome
71	PF_Cali	M00874	Fatty acid biosynthesis in mitochondria, fungi	Pathway modules	Lipid metabolism	Fatty acid metabolism	K11262 K03955+K00645 K09458 K00059 K22541 K07512	0.416666666666667	False	K00059,K00059,K00059,K00059,K00059,K00059,K00059,K00059,K00059,K00645,K09458	4070,5770,1846,80,2164,2765,4115,4854,5860,4071,4068	None	629A2A
72	PF_Cali	M00086	beta-Oxidation, acyl-CoA synthesis	Pathway modules	Lipid metabolism	Fatty acid metabolism	K01897,K15013	1	True	K01897,K01897,K01897,K01897	4428,4851,2931,5639	None	629A2A
73	PF_Cali	M00087	beta-Oxidation	Pathway modules	Lipid metabolism	Fatty acid metabolism	(K00232,K00249,K00255,K06445,K09479) (((K01692,K07511,K13767) (K00022,K07516)),K01825,K01782,K07514,K07515,K10527) (K00632,K07508,K07509,K07513)	1	True	K00249,K00249,K00249,K00249,K00249,K00249,K00249,K00249,K00632,K00632,K01692,K01692,K01692,K01692,K01692,K01692,K01692,K01782,K01825,K06445,K06445	3730,1893,5601,240,234,2087,1521,1523,4679,3154,5884,3274,5283,5600,1522,1524,4562,2207,3155,5387,4855	None	629A2A
74	PF_Cali	M00104	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate	Pathway modules	Lipid metabolism	Sterol biosynthesis	K00489 K12408 K07431 K00251 K00037 K00488 K08748 K01796 K10214 K12405 K08764 K11992	0.0833333333333333	False	K01796	358	None	629A2A
75	PF_Cali	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	Pathway modules	Lipid metabolism	Lipid metabolism	K00626 K01641 K01640 K00019 K01574	0.6	False	K00019,K00626,K00626,K00626,K00626,K00626,K00626,K00626,K00626,K00626,K01640,K01640	2227,4114,5303,4679,4852,5540,2208,1520,3154,443,4595,237	None	629A2A
76	PF_Cali	M00089	Triacylglycerol biosynthesis	Pathway modules	Lipid metabolism	Lipid metabolism	(K00629,K13506,K13507,K00630,K13508) (K00655,K13509,K13523,K19007,K13513,K13517,K13519,K14674,K22831) (K01080,K15728,K18693) (K11155,K11160,K14456,K22848,K22849)	0.25	False	K00655,K00655,K00655,K00655,K00655,K00655	4618,3367,5395,2204,704,2781	None	629A2A
77	PF_Cali	M00098	Acylglycerol degradation	Pathway modules	Lipid metabolism	Lipid metabolism	(K01046,K12298,K16816,K13534,K14073,K14074,K14075,K14076,K22283,K14452,K22284,K14674,K14675,K17900) K01054	1	True	K01046,K01054,K01054	4198,2932,707	None	629A2A
78	PF_Cali	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	Pathway modules	Lipid metabolism	Lipid metabolism	K00981 (K00998,K17103) K01613	1	True	K00981,K00981,K00998,K01613,K17103	4773,703,1757,2848,2600	None	629A2A
79	PF_Cali	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	Pathway modules	Nucleotide metabolism	Purine metabolism	K00764 (K01945,K11787,K11788,K13713) (K00601,K11175,K08289,K11787,K01492) (K01952,(K23269+K23264+K23265),(K23270+K23265)) (K01933,K11787,K11788 (K01587,K11808,K01589 K01588)) (K01923,K01587,K13713) K01756 (K00602,(K01492,K06863 K11176))	1	True	K00602,K00764,K01588,K01589,K01756,K01923,K01933,K01945,K01952,K08289,K11175	4157,5511,762,763,334,4536,1998,4158,3450,3434,1999	None	629A2A
80	PF_Cali	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	Pathway modules	Nucleotide metabolism	Purine metabolism	K01939 K01756 (K00939,K18532,K18533,K00944) (K00940,K00873,K12406)	1	True	K00873,K00873,K00939,K00940,K01756,K01939	3220,3049,4635,3484,334,2867	None	629A2A
81	PF_Cali	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	Pathway modules	Nucleotide metabolism	Purine metabolism	K00088 K01951 K00942 (K00940,K18533,K00873,K12406)	1	True	K00088,K00873,K00873,K00940,K00942,K01951	3467,3220,3049,3484,826,3466	None	629A2A
82	PF_Cali	M00546	Purine degradation, xanthine => urea	Pathway modules	Nucleotide metabolism	Purine metabolism	(K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483) (K00365,K16838,K16839,K22879) (K13484,K07127 (K13485,K16838,K16840)) (K01466,K16842) K01477	0.833333333333333	True	K01477,K07127,K07127,K11177,K11178,K13481,K13482,K13483,K13485,K16842	5348,5345,1615,2501,2500,2106,2107,2499,5347,5346	None	629A2A
83	PF_Cali	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	(K11540,(K11541 K01465),((K01954,K01955+K01956) (K00609+K00610,K00608) K01465)) (K00226,K00254,K17828) (K13421,K00762 K01591)	0.916666666666667	True	K00254,K00609,K00762,K01465,K01465,K01465,K01591,K01955,K01956	2117,1063,831,1062,719,5462,5647,2553,2552	None	629A2A
84	PF_Cali	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	(K13800,K13809,K09903) (K00940,K18533) K01937	1	True	K00940,K01937,K01937,K09903	3484,1245,4760,4776	None	629A2A
85	PF_Cali	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	(K00524,K00525+K00526,K10807+K10808) (K00940,K18533) (K00527,K21636) K01494 K01520 (K00560,K13998) K00943 K00940	0.875	True	K00525,K00526,K00526,K00560,K00940,K00943,K01494,K01520	2679,1222,1814,1011,3484,4065,4745,835	None	629A2A
86	PF_Cali	M00046	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	(K00207,K17722+K17723) K01464 (K01431,K06016)	1	True	K01464,K06016,K06016,K17722,K17723	186,137,188,185,184	None	629A2A
87	PF_Cali	M00020	Serine biosynthesis, glycerate-3P => serine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	K00058 K00831 (K01079,K02203,K22305)	1	True	K00058,K00058,K00058,K00831,K01079,K02203	996,1297,1860,3349,2847,2159	None	629A2A
88	PF_Cali	M00018	Threonine biosynthesis, aspartate => homoserine => threonine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	(K00928,K12524,K12525,K12526) K00133 (K00003,K12524,K12525) (K00872,K02204,K02203) K01733	1	True	K00003,K00133,K00133,K00928,K01733,K02203,K02204	3105,5520,5519,1202,3104,2159,3845	None	629A2A
89	PF_Cali	M00555	Betaine biosynthesis, choline => betaine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	(K17755,((K00108,K11440,K00499) (K00130,K14085)))	1	True	K00108,K00108,K00108,K00108,K00108,K00130	1145,1796,1848,5549,1547,1146	None	629A2A
90	PF_Cali	M00033	Ectoine biosynthesis, aspartate => ectoine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	K00928 K00133 K00836 K06718 K06720	0.6	False	K00133,K00133,K00836,K00928	5520,5519,5365,1202	None	629A2A
91	PF_Cali	M00021	Cysteine biosynthesis, serine => cysteine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	(K00640,K23304) (K01738,K13034,K17069)	1	True	K00640,K00640,K00640,K01738,K01738	3493,5167,2142,4477,2141	None	629A2A
92	PF_Cali	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	(K01697,K10150) K01758	1	True	K01697,K01758	1280,1279	None	629A2A
93	PF_Cali	M00609	Cysteine biosynthesis, methionine => cysteine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	K00789 K17462 K01243 K07173 K17216 K17217	0.166666666666667	False	K00789	1116	None	629A2A
94	PF_Cali	M00017	Methionine biosynthesis, apartate => homoserine => methionine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	(K00928,K12524,K12525) K00133 (K00003,K12524,K12525) (K00651,K00641) K01739 (K01760,K14155) (K00548,K24042,K00549)	1	True	K00003,K00133,K00133,K00548,K00549,K00641,K00928,K01739,K01739,K01760,K01760,K14155	3105,5520,5519,5727,4903,1055,1202,1279,2905,1279,5132,5117	None	629A2A
95	PF_Cali	M00034	Methionine salvage pathway	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	K00789 K01611 K00797 ((K01243,K01244) K00899,K00772) K08963 (K16054,K08964 (K09880,K08965 K08966)) K08967 (K00815,K08969,K23977,K00832,K00838)	0.625	False	K00789,K00797,K00832,K08963,K08966,K08967	1116,3275,559,3351,5436,5321	None	629A2A
96	PF_Cali	M00035	Methionine degradation	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	K00789 (K00558,K17398,K17399) K01251 (K01697,K10150)	1	True	K00558,K00558,K00558,K00558,K00789,K01251,K01697	1326,4361,4335,1225,1116,1105,1280	None	629A2A
97	PF_Cali	M00368	Ethylene biosynthesis, methionine => ethylene	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	K00789 (K01762,K20772) K05933	0.333333333333333	False	K00789	1116	None	629A2A
98	PF_Cali	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	K01652+(K01653,K11258) K00053 K01687 K00826	1	True	K00053,K00826,K01652,K01652,K01652,K01652,K01652,K01653,K01687	2599,160,4514,5899,3216,2597,5603,2598,1025	None	629A2A
99	PF_Cali	M00535	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	K09011 K01703+K01704 K00052	0.666666666666667	False	K00052,K01703,K01703,K01704,K01704	5521,3645,5524,3646,5523	None	629A2A
100	PF_Cali	M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	(K17989,K01754) K01652+(K01653,K11258) K00053 K01687 K00826	1	True	K00053,K00826,K01652,K01652,K01652,K01652,K01652,K01653,K01687,K01754,K01754,K01754	2599,160,4514,5899,3216,2597,5603,2598,1025,5840,1002,1791	None	629A2A
101	PF_Cali	M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	K01649 (K01702,K01703+K01704) K00052	1	True	K00052,K01649,K01703,K01703,K01704,K01704	5521,3473,3645,5524,3646,5523	None	629A2A
102	PF_Cali	M00036	Leucine degradation, leucine => acetoacetate + acetyl-CoA	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	K00826 ((K00166+K00167,K11381)+K09699+K00382) (K00253,K00249) (K01968+K01969) (K05607,K13766) K01640	1	True	K00166,K00167,K00249,K00249,K00249,K00249,K00249,K00249,K00249,K00249,K00253,K00382,K00382,K00826,K01640,K01640,K01968,K01969,K09699,K13766	164,163,3730,1893,5601,240,234,2087,1521,1523,234,161,3192,160,4595,237,231,233,162,232	None	629A2A
103	PF_Cali	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K00674 (K00821,K14267) K01439 K01778 (K01586,K12526)	1	True	K00133,K00133,K00215,K00674,K00821,K00821,K00821,K00928,K01439,K01586,K01586,K01714,K01714,K01714,K01778,K01778,K01778,K14267	5520,5519,2551,4787,5918,1212,4320,1202,4792,3251,877,1281,4539,4603,5777,4890,876,4781	None	629A2A
104	PF_Cali	M00525	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	K00928 K00133 K01714 K00215 K05822 K00841 K05823 K01778 K01586	0.666666666666667	False	K00133,K00133,K00215,K00928,K01586,K01586,K01714,K01714,K01714,K01778,K01778,K01778	5520,5519,2551,1202,3251,877,1281,4539,4603,5777,4890,876	None	629A2A
105	PF_Cali	M00526	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K03340 (K01586,K12526)	0.833333333333333	True	K00133,K00133,K00215,K00928,K01586,K01586,K01714,K01714,K01714	5520,5519,2551,1202,3251,877,1281,4539,4603	None	629A2A
106	PF_Cali	M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K10206 K01778 (K01586,K12526)	0.857142857142857	True	K00133,K00133,K00215,K00928,K01586,K01586,K01714,K01714,K01714,K01778,K01778,K01778	5520,5519,2551,1202,3251,877,1281,4539,4603,5777,4890,876	None	629A2A
107	PF_Cali	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	K01655 K17450 K01705 K05824 K00838 K00143 (K00293,K24034) K00290	0.125	False	K00290	4918	None	629A2A
108	PF_Cali	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	Pathway modules	Amino acid metabolism	Lysine metabolism	K14157 K14085 K00825 (K15791+K00658+K00382) K00252 (K07514,(K07515,K07511) K00022)	0.277777777777778	False	K00252,K00382,K00382,K00658	3882,161,3192,3193	None	629A2A
109	PF_Cali	M00028	Ornithine biosynthesis, glutamate => ornithine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	(K00618,K00619,K14681,K14682,K00620,K22477,K22478) ((K00930,K22478) K00145,K12659) (K00818,K00821) (K01438,K14677,K00620)	1	True	K00145,K00620,K00821,K00821,K00821,K00930,K01438,K01438,K14682,K22477,K22477	4423,3032,5918,1212,4320,832,957,603,958,2290,159	None	629A2A
110	PF_Cali	M00844	Arginine biosynthesis, ornithine => arginine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	K00611 K01940 (K01755,K14681)	1	True	K00611,K00611,K01755,K01755,K01940	5455,2985,1230,886,5464	None	629A2A
111	PF_Cali	M00845	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	K22478 K00145 K00821 K09065 K01438 K01940 K01755	0.714285714285714	False	K00145,K00821,K00821,K00821,K01438,K01438,K01755,K01755,K01940	4423,5918,1212,4320,957,603,1230,886,5464	None	629A2A
112	PF_Cali	M00029	Urea cycle	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	K01948 K00611 K01940 (K01755,K14681) K01476	0.6	False	K00611,K00611,K01755,K01755,K01940	5455,2985,1230,886,5464	None	629A2A
113	PF_Cali	M00015	Proline biosynthesis, glutamate => proline	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	((K00931 K00147),K12657) K00286	1	True	K00147,K00286,K00931	2431,1057,3567	None	629A2A
114	PF_Cali	M00047	Creatine pathway	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	K00613 K00542 K00933	0.333333333333333	False	K00613	5586	None	629A2A
115	PF_Cali	M00879	Arginine succinyltransferase pathway, arginine => glutamate	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	K00673 K01484 K00840 K06447 K05526	1	True	K00673,K00673,K00840,K01484,K05526,K06447	1210,1211,1212,1208,1206,1209	None	629A2A
116	PF_Cali	M00133	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	Pathway modules	Amino acid metabolism	Polyamine biosynthesis	(K01583,K01584,K01585,K02626) K01480 K01611 K00797	0.75	True	K00797,K01480,K01584,K01585	3275,2012,1264,4144	None	629A2A
117	PF_Cali	M00134	Polyamine biosynthesis, arginine => ornithine => putrescine	Pathway modules	Amino acid metabolism	Polyamine biosynthesis	K01476 K01581	0.5	False	K01581	3702	None	629A2A
118	PF_Cali	M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	Pathway modules	Amino acid metabolism	Polyamine biosynthesis	K00657 K00274 (K00128,K14085,K00149) --	0.5	False	K00274,K00657	58,4050	-- steps are assumed incomplete	629A2A
119	PF_Cali	M00136	GABA biosynthesis, prokaryotes, putrescine => GABA	Pathway modules	Amino acid metabolism	Polyamine biosynthesis	K09470 K09471 K09472 K09473	0.5	False	K09471,K09471,K09471,K09471,K09471,K09471,K09471,K09471,K09472	4215,4811,0,98,847,2897,1725,4906,842	None	629A2A
120	PF_Cali	M00026	Histidine biosynthesis, PRPP => histidine	Pathway modules	Amino acid metabolism	Histidine metabolism	(K00765-K02502) (K01523 K01496,K11755,K14152) (K01814,K24017) (K02501+K02500,K01663) ((K01693 K00817 (K04486,K05602,K18649)),(K01089 K00817)) (K00013,K14152)	0.888888888888889	True	K00013,K00765,K00817,K00817,K00817,K01496,K01496,K01523,K01693,K01814,K02500,K02501,K02502	3785,3784,3530,3347,3786,721,2730,2729,5238,5241,5242,5239,2866	None	629A2A
121	PF_Cali	M00045	Histidine degradation, histidine => N-formiminoglutamate => glutamate	Pathway modules	Amino acid metabolism	Histidine metabolism	K01745 K01712 K01468 (K01479,K00603,K13990,(K05603 K01458))	1	True	K01458,K01468,K01712,K01745,K01745,K01745,K05603	2712,2711,2703,2709,2708,2774,2700	None	629A2A
122	PF_Cali	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	(K01626,K03856,K13853) (((K01735,K13829) ((K03785,K03786) K00014,K13832)),K13830) ((K00891,K13829) (K00800,K24018),K13830) K01736	1	True	K00014,K00014,K00014,K00800,K00800,K00891,K01626,K01626,K01626,K01735,K01735,K01736,K03786,K03786,K03786,K24018	5801,3383,2492,5879,3346,2755,3276,3294,5605,403,2756,5323,4150,2493,612,3346	None	629A2A
123	PF_Cali	M00023	Tryptophan biosynthesis, chorismate => tryptophan	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	(((K01657+K01658,K13503,K13501,K01656) K00766),K13497) (((K01817,K24017) (K01656,K01609)),K13498,K13501) (K01695+(K01696,K06001),K01694)	1	True	K00766,K00766,K01609,K01657,K01658,K01695,K01696,K01817	4412,353,4413,4409,4411,3394,3395,5516	None	629A2A
124	PF_Cali	M00024	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	((K01850,K04092,K14187,K04093,K04516,K06208,K06209) (K01713,K04518,K05359),K14170) (K00832,K00838)	1	True	K00832,K01713,K04093,K04518,K14170	559,4504,2687,3348,3348	None	629A2A
125	PF_Cali	M00025	Tyrosine biosynthesis, chorismate => HPP => tyrosine	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	(((K01850,K04092,K14170,K04093,K04516,K06208,K06209) (K04517,K00211)),K14187) (K00832,K00838)	1	True	K00832,K04093,K04517,K04517,K14170	559,2687,3346,3347,3348	None	629A2A
126	PF_Cali	M00040	Tyrosine biosynthesis, chorismate => arogenate => tyrosine	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	(K01850,K04092,K14170) (K00832,K15849) (K00220,K24018,K15227)	1	True	K00832,K14170,K24018	559,3348,3346	None	629A2A
127	PF_Cali	M00044	Tyrosine degradation, tyrosine => homogentisate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	(K00815,K00838,K00832,K03334) K00457 K00451 K01800 (K01555,K16171)	1	True	K00451,K00457,K00457,K00832,K01555,K01800	3974,2490,1489,559,3975,3976	None	629A2A
128	PF_Cali	M00533	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	K00455 K00151 K01826 K05921	1	True	K00151,K00455,K01826,K01826,K05921,K05921	105,104,4518,103,106,107	None	629A2A
129	PF_Cali	M00038	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	(K00453,K00463) (K01432,K14263,K07130) K00486 K01556 K00452 K03392 (K10217,K23234)	0.428571428571429	False	K00453,K01432,K01556,K07130	3600,4143,3589,3601	None	629A2A
130	PF_Cali	M00027	GABA (gamma-Aminobutyrate) shunt	Pathway modules	Amino acid metabolism	Other amino acid metabolism	K01580 (K13524,K07250,K00823,K16871) (K00135,K00139,K17761)	1	True	K00135,K00135,K00823,K01580,K07250,K07250	5829,1811,5830,1750,5830,5437	None	629A2A
131	PF_Cali	M00118	Glutathione biosynthesis, glutamate => glutathione	Pathway modules	Amino acid metabolism	Other amino acid metabolism	(K11204+K11205,K01919) (K21456,K01920)	1	True	K01919,K01920	5175,1068	None	629A2A
132	PF_Cali	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	Pathway modules	Glycan metabolism	Lipopolysaccharide metabolism	K00677 K02535 K02536 (K03269,K09949) K00748 K00912 K02527 K02517 K02560	0.888888888888889	True	K00677,K00748,K00912,K02517,K02517,K02527,K02535,K02536,K03269,K03269	4766,4765,377,3372,5355,2832,3897,4768,1962,250	None	629A2A
133	PF_Cali	M00866	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	Pathway modules	Glycan metabolism	Lipopolysaccharide metabolism	K00677 (K02535,K16363) K02536 (K03269,K09949) K00748 K00912 K02527 K02517 K09778	0.888888888888889	True	K00677,K00748,K00912,K02517,K02517,K02527,K02535,K02536,K03269,K03269	4766,4765,377,3372,5355,2832,3897,4768,1962,250	None	629A2A
